,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Self Control,Addiction Level,CurrentActivity,ConnectionType,Clusters,DB_Clusters
285,37,Male,Philippines,92954,True,True,Waiting staff,Rural,TikTok,269,16,Vlogs,6,4916,1,12,8,73,Evening,6,4,Entertainment,Smartphone,Android,8,2,At home,Mobile Data,0,3
286,52,Male,Pakistan,42746,False,False,Students,Rural,TikTok,12,12,Vlogs,16,3718,3,28,34,92,Evening,6,4,Habit,Smartphone,Android,8,2,At school,Mobile Data,2,1
287,42,Female,Mexico,87990,True,True,Waiting staff,Rural,Instagram,73,7,Jokes/Memes,20,6125,6,7,18,72,Night,3,7,Procrastination,Smartphone,iOS,5,5,At home,Mobile Data,1,0
288,52,Male,United States,78810,True,False,Students,Rural,Instagram,38,18,Pranks,15,1924,3,16,31,95,Night,3,7,Habit,Computer,MacOS,5,5,At work,Mobile Data,1,0
289,42,Female,United States,35223,False,True,Labor/Worker,Urban,TikTok,20,15,Life Hacks,14,3095,7,9,27,20,Afternoon,5,5,Entertainment,Tablet,iOS,7,3,Commuting,Mobile Data,2,1
290,46,Female,United States,92237,True,False,Teacher,Rural,Instagram,106,6,ASMR,23,6683,9,21,16,27,Evening,6,4,Habit,Computer,Android,8,2,At home,Mobile Data,4,4
291,35,Female,Indonesia,22597,False,True,Labor/Worker,Urban,YouTube,212,12,Jokes/Memes,12,5181,3,25,10,8,Night,3,7,Entertainment,Smartphone,Windows,5,5,At work,Mobile Data,3,2
292,63,Male,Barzil,85677,True,False,Waiting staff,Urban,Facebook,30,11,Trends,29,2538,1,22,40,85,Evening,6,4,Habit,Smartphone,Android,8,2,At home,Wi-Fi,0,3
293,35,Male,Indonesia,22659,False,True,Students,Rural,Instagram,48,3,Jokes/Memes,12,9488,6,10,12,61,Evening,6,4,Boredom,Smartphone,Windows,8,2,At school,Wi-Fi,2,1
294,19,Female,India,94567,True,False,Waiting staff,Rural,TikTok,232,2,Jokes/Memes,16,2276,1,10,22,28,Afternoon,5,5,Habit,Smartphone,Android,7,3,At work,Wi-Fi,0,3
295,52,Male,Vietnam,35037,False,True,Labor/Worker,Rural,Instagram,111,6,Life Hacks,15,8194,1,10,16,87,Afternoon,5,5,Habit,Computer,Android,7,3,At school,Mobile Data,2,1
296,33,Female,Mexico,66738,True,False,Engineer,Rural,Instagram,55,5,Life Hacks,29,9945,8,20,12,70,Night,3,7,Entertainment,Tablet,Android,5,5,At school,Mobile Data,1,0
297,58,Female,Philippines,91678,True,True,Engineer,Rural,Instagram,75,18,Trends,13,910,9,29,11,3,Evening,6,4,Boredom,Tablet,Android,8,2,Commuting,Mobile Data,0,3
298,53,Male,Pakistan,32109,False,True,Waiting staff,Rural,Facebook,100,16,Pranks,11,306,2,16,20,69,Morning,8,2,Boredom,Tablet,Android,10,0,At work,Wi-Fi,2,1
299,50,Female,Germany,42010,False,True,Students,Rural,YouTube,173,8,Entertainment,17,6575,9,1,1,73,Afternoon,5,5,Habit,Smartphone,Android,7,3,Commuting,Wi-Fi,2,1
300,21,Female,Philippines,28787,False,True,Waiting staff,Rural,TikTok,120,11,Vlogs,21,4231,5,17,27,7,Afternoon,5,5,Entertainment,Smartphone,iOS,7,3,At home,Mobile Data,2,1
301,50,Male,Barzil,28472,False,False,Engineer,Urban,Facebook,132,10,Vlogs,15,6028,8,26,3,60,Afternoon,5,5,Habit,Smartphone,iOS,7,3,At home,Mobile Data,2,1
302,31,Male,Indonesia,43383,False,True,Cashier,Rural,TikTok,202,12,Jokes/Memes,14,6658,7,21,12,4,Afternoon,5,5,Boredom,Computer,Android,7,3,At school,Mobile Data,2,1
303,38,Other,Indonesia,81709,True,False,Waiting staff,Rural,TikTok,108,6,Gaming,10,6336,7,29,30,5,Evening,6,4,Boredom,Smartphone,iOS,8,2,At home,Mobile Data,4,4
304,37,Other,United States,89785,True,True,Artist,Rural,TikTok,168,5,Jokes/Memes,12,9630,4,14,9,11,Evening,6,4,Boredom,Smartphone,iOS,8,2,At work,Mobile Data,4,4
305,25,Male,Indonesia,54518,True,False,Waiting staff,Rural,Facebook,112,9,Life Hacks,16,872,2,19,37,15,Night,3,7,Habit,Computer,iOS,5,5,At school,Mobile Data,1,0
306,24,Female,Vietnam,73909,True,True,driver,Rural,YouTube,290,16,Entertainment,15,1141,5,21,1,64,Evening,6,4,Habit,Smartphone,Android,8,2,At work,Wi-Fi,0,3
307,20,Male,Japan,38351,False,False,Students,Rural,TikTok,52,14,Trends,10,665,3,21,42,98,Morning,8,2,Entertainment,Smartphone,Android,10,0,At home,Wi-Fi,2,1
308,34,Female,Pakistan,89624,True,True,Engineer,Rural,YouTube,93,8,Jokes/Memes,4,8400,9,17,49,13,Afternoon,5,5,Habit,Computer,Android,7,3,At work,Mobile Data,4,4
309,50,Male,Japan,73330,True,False,Manager,Rural,YouTube,200,19,Jokes/Memes,27,951,6,14,4,7,Morning,8,2,Entertainment,Smartphone,iOS,10,0,At home,Mobile Data,0,3
310,29,Female,Pakistan,35282,False,True,driver,Rural,Instagram,60,14,Trends,23,9249,1,8,15,6,Night,3,7,Habit,Smartphone,Windows,5,5,At school,Wi-Fi,3,2
311,39,Female,Mexico,41778,False,False,Manager,Rural,Facebook,219,7,Trends,29,4722,3,21,27,56,Night,3,7,Habit,Smartphone,Android,5,5,At work,Mobile Data,3,2
312,39,Other,Pakistan,44264,False,True,Students,Urban,Facebook,135,5,Jokes/Memes,9,4008,4,21,8,64,Night,3,7,Habit,Smartphone,Android,5,5,At home,Mobile Data,3,2
313,63,Female,Japan,79675,True,False,Waiting staff,Rural,Instagram,78,18,Jokes/Memes,21,6655,9,9,23,50,Evening,6,4,Boredom,Computer,MacOS,8,2,At school,Mobile Data,0,3
314,47,Male,Philippines,25075,False,True,Engineer,Rural,Instagram,274,2,Entertainment,20,6190,6,8,15,30,Night,3,7,Procrastination,Smartphone,iOS,5,5,At home,Mobile Data,3,2
315,55,Female,Pakistan,95948,True,False,Teacher,Rural,YouTube,267,11,Gaming,9,771,4,13,27,22,Night,3,7,Entertainment,Computer,MacOS,5,5,At work,Mobile Data,1,0
316,55,Other,Mexico,68454,True,True,driver,Rural,TikTok,197,8,Jokes/Memes,21,4030,1,17,31,25,Afternoon,5,5,Boredom,Smartphone,MacOS,7,3,At school,Wi-Fi,4,4
317,62,Male,Mexico,48365,False,False,Students,Rural,Facebook,239,1,Entertainment,25,7859,8,19,39,28,Night,3,7,Habit,Smartphone,Android,5,5,At work,Mobile Data,3,2
318,25,Other,India,92766,True,True,Waiting staff,Rural,TikTok,198,12,Entertainment,24,521,2,28,47,84,Afternoon,5,5,Boredom,Smartphone,MacOS,7,3,At work,Wi-Fi,0,3
319,44,Male,Pakistan,68200,True,True,driver,Urban,TikTok,19,2,Entertainment,20,3355,8,7,8,39,Afternoon,5,5,Entertainment,Smartphone,MacOS,7,3,At school,Mobile Data,4,4
320,44,Female,Germany,31002,False,True,Students,Rural,Instagram,123,18,Life Hacks,11,1400,6,17,30,67,Morning,8,2,Entertainment,Smartphone,MacOS,10,0,At school,Mobile Data,2,1
321,51,Male,United States,33947,False,True,Engineer,Rural,TikTok,85,7,Gaming,11,3723,8,1,42,5,Afternoon,5,5,Entertainment,Tablet,Android,7,3,At home,Mobile Data,2,1
322,38,Male,United States,99222,True,False,Artist,Urban,YouTube,173,17,Comedy,7,6579,6,5,18,65,Evening,6,4,Habit,Smartphone,Android,8,2,Commuting,Mobile Data,0,3
323,47,Other,India,98610,True,True,driver,Urban,Instagram,94,14,Trends,21,3247,5,25,4,15,Evening,6,4,Habit,Smartphone,iOS,8,2,Commuting,Mobile Data,4,4
324,50,Male,Mexico,72142,True,False,Manager,Urban,TikTok,58,7,ASMR,10,1858,5,6,47,90,Afternoon,5,5,Entertainment,Smartphone,Windows,7,3,At school,Wi-Fi,0,3
325,45,Female,India,76307,True,True,Manager,Urban,Instagram,186,3,Gaming,4,4781,8,26,43,67,Night,3,7,Habit,Computer,MacOS,5,5,At work,Mobile Data,1,0
326,64,Male,United States,24493,False,False,Students,Rural,YouTube,227,6,Gaming,5,4064,7,2,22,40,Night,3,7,Entertainment,Tablet,MacOS,5,5,At school,Mobile Data,3,2
327,50,Male,Vietnam,70085,True,True,Manager,Rural,YouTube,198,2,ASMR,5,2398,8,27,3,98,Afternoon,5,5,Boredom,Smartphone,Android,7,3,Commuting,Mobile Data,4,4
328,22,Male,Barzil,54228,True,False,Students,Rural,TikTok,239,17,Gaming,11,142,8,25,15,69,Night,3,7,Habit,Smartphone,Windows,5,5,At home,Mobile Data,1,0
329,36,Other,Pakistan,99676,True,True,Students,Rural,Instagram,264,12,Jokes/Memes,9,5062,7,16,35,95,Afternoon,5,5,Habit,Tablet,Android,7,3,At work,Mobile Data,4,4
330,21,Other,Japan,71875,True,False,driver,Rural,TikTok,245,12,Jokes/Memes,28,3469,2,22,47,77,Afternoon,5,5,Entertainment,Smartphone,iOS,7,3,At school,Wi-Fi,4,4
331,52,Male,India,51655,True,True,Waiting staff,Rural,TikTok,35,17,Life Hacks,16,3695,9,5,38,43,Afternoon,5,5,Entertainment,Tablet,iOS,7,3,At work,Mobile Data,0,3
332,34,Other,India,63472,True,False,Students,Rural,Instagram,81,10,Vlogs,9,717,7,5,33,1,Afternoon,5,5,Habit,Smartphone,Windows,7,3,At work,Mobile Data,4,4
333,61,Female,United States,69437,True,True,Waiting staff,Rural,TikTok,270,3,ASMR,22,642,6,12,14,22,Evening,6,4,Entertainment,Smartphone,iOS,8,2,At school,Mobile Data,4,4
334,45,Female,Pakistan,69416,True,False,driver,Rural,YouTube,263,18,ASMR,4,2548,9,3,48,62,Night,3,7,Boredom,Smartphone,Android,5,5,At work,Mobile Data,1,0
335,47,Female,India,79711,True,True,Teacher,Rural,Instagram,280,13,Trends,2,8561,1,16,1,79,Afternoon,5,5,Boredom,Tablet,Android,7,3,Commuting,Mobile Data,0,3
336,46,Male,Barzil,26816,False,False,Students,Urban,Instagram,132,12,ASMR,14,3650,2,6,49,26,Night,3,7,Procrastination,Tablet,Android,5,5,At school,Mobile Data,3,2
337,63,Male,India,97175,True,True,Labor/Worker,Rural,Instagram,153,17,Gaming,3,7549,1,15,26,18,Evening,6,4,Entertainment,Tablet,Android,8,2,At home,Mobile Data,0,3
338,23,Female,United States,84307,True,False,Students,Rural,Instagram,266,4,Life Hacks,18,8978,3,15,8,48,Night,3,7,Boredom,Smartphone,iOS,5,5,At home,Wi-Fi,1,0
339,52,Male,India,66733,True,True,Labor/Worker,Rural,TikTok,153,10,Gaming,21,949,5,29,16,9,Evening,6,4,Habit,Smartphone,Windows,8,2,At school,Mobile Data,4,4
340,58,Male,India,31240,False,True,Engineer,Rural,TikTok,268,11,Life Hacks,6,5444,1,16,38,1,Morning,8,2,Boredom,Computer,iOS,10,0,At school,Mobile Data,2,1
341,54,Other,Vietnam,91363,True,True,Students,Urban,YouTube,56,6,Entertainment,11,521,4,20,10,9,Morning,8,2,Entertainment,Tablet,iOS,10,0,At school,Mobile Data,4,4
342,41,Female,India,52762,True,True,Cashier,Urban,Facebook,22,6,ASMR,21,6632,8,13,42,23,Morning,8,2,Habit,Computer,iOS,10,0,Commuting,Mobile Data,0,3
343,46,Male,India,28259,False,False,driver,Urban,Facebook,217,9,Vlogs,18,6048,6,12,37,45,Evening,6,4,Entertainment,Smartphone,Android,8,2,At school,Wi-Fi,2,1
344,63,Female,Barzil,70139,True,True,Labor/Worker,Rural,YouTube,244,15,Entertainment,12,354,1,10,26,2,Evening,6,4,Boredom,Smartphone,MacOS,8,2,At school,Mobile Data,0,3
345,48,Female,United States,34849,False,False,Engineer,Rural,Facebook,158,2,ASMR,5,1482,1,14,28,14,Night,3,7,Boredom,Computer,Android,5,5,At home,Wi-Fi,3,2
346,52,Male,India,74869,True,True,Students,Rural,YouTube,164,4,Life Hacks,9,9839,3,2,12,38,Evening,6,4,Habit,Smartphone,Android,8,2,At school,Wi-Fi,4,4
347,50,Other,Indonesia,83095,True,False,Waiting staff,Urban,TikTok,175,5,Comedy,20,6994,8,29,20,40,Evening,6,4,Boredom,Tablet,iOS,8,2,At school,Mobile Data,4,4
348,38,Female,United States,90910,True,True,Engineer,Rural,Instagram,99,17,Life Hacks,28,2215,8,3,49,63,Morning,8,2,Boredom,Smartphone,Android,10,0,At work,Wi-Fi,0,3
349,49,Male,India,43567,False,False,Labor/Worker,Rural,Instagram,195,8,Life Hacks,26,4716,3,9,14,82,Night,3,7,Entertainment,Smartphone,MacOS,5,5,At school,Mobile Data,3,2
350,40,Male,Vietnam,55292,True,True,driver,Rural,TikTok,183,8,Comedy,18,8619,7,11,46,16,Morning,8,2,Habit,Tablet,Android,10,0,At home,Wi-Fi,4,4
351,50,Male,Barzil,94813,True,False,Students,Rural,Instagram,226,12,Entertainment,19,5821,3,11,35,93,Evening,6,4,Habit,Smartphone,Android,8,2,At home,Wi-Fi,0,3
352,20,Other,Germany,71631,True,True,Manager,Rural,Instagram,273,8,Jokes/Memes,3,2537,4,25,29,75,Afternoon,5,5,Habit,Tablet,Android,7,3,At work,Mobile Data,0,3
353,35,Female,Pakistan,29885,False,False,Waiting staff,Rural,Facebook,106,19,Trends,9,6339,9,22,12,6,Night,3,7,Habit,Computer,Android,5,5,At work,Mobile Data,3,2
354,42,Female,Japan,79659,True,True,Teacher,Rural,TikTok,126,3,Trends,4,8736,4,10,18,3,Night,3,7,Boredom,Smartphone,iOS,5,5,At school,Wi-Fi,1,0
355,59,Male,Philippines,74306,True,False,Labor/Worker,Rural,Facebook,208,18,Jokes/Memes,17,4919,3,26,44,14,Night,3,7,Boredom,Smartphone,Windows,5,5,At home,Mobile Data,1,0
356,48,Female,Philippines,86314,True,True,Labor/Worker,Rural,Facebook,30,19,Entertainment,17,7075,5,14,2,66,Evening,6,4,Entertainment,Smartphone,iOS,8,2,At home,Mobile Data,4,4
357,20,Other,Japan,85087,True,False,Waiting staff,Rural,Instagram,209,19,Pranks,23,3765,7,9,2,96,Morning,8,2,Habit,Smartphone,iOS,10,0,At home,Mobile Data,4,4
358,57,Male,Japan,49165,False,True,Labor/Worker,Rural,Instagram,257,15,Trends,23,8850,5,20,17,95,Night,3,7,Entertainment,Tablet,Windows,5,5,At home,Mobile Data,3,2
359,63,Male,India,78929,True,False,Waiting staff,Rural,TikTok,285,6,Jokes/Memes,2,7082,4,27,10,75,Evening,6,4,Boredom,Computer,Android,8,2,At school,Wi-Fi,0,3
360,41,Male,India,87028,True,True,Students,Rural,Instagram,273,16,Jokes/Memes,9,2827,8,21,18,86,Evening,6,4,Habit,Smartphone,Android,8,2,At home,Mobile Data,0,3
361,49,Other,Barzil,69812,True,True,Students,Rural,Instagram,67,8,Trends,9,2058,4,10,22,67,Afternoon,5,5,Entertainment,Tablet,Windows,7,3,At work,Mobile Data,0,3
362,64,Male,United States,70500,True,True,Cashier,Rural,TikTok,40,16,Jokes/Memes,5,7749,2,22,19,31,Evening,6,4,Procrastination,Smartphone,Android,8,2,At home,Mobile Data,4,4
363,39,Female,India,99151,True,True,Teacher,Urban,Instagram,258,18,Jokes/Memes,15,730,6,29,1,33,Morning,8,2,Entertainment,Smartphone,iOS,10,0,At school,Mobile Data,0,3
364,40,Female,India,78643,True,False,Engineer,Urban,Facebook,102,16,Trends,15,1832,2,9,24,88,Evening,6,4,Boredom,Smartphone,Android,8,2,At work,Wi-Fi,0,3
365,19,Male,Pakistan,64900,True,True,Cashier,Urban,TikTok,274,11,Entertainment,3,8600,3,29,36,1,Afternoon,5,5,Boredom,Smartphone,Android,7,3,At work,Mobile Data,0,3
366,44,Male,Indonesia,62946,True,False,Students,Urban,Instagram,280,7,Gaming,19,6505,1,5,25,44,Night,3,7,Procrastination,Tablet,iOS,5,5,At home,Mobile Data,1,0
367,59,Male,Philippines,27851,False,True,Students,Rural,YouTube,103,17,Jokes/Memes,28,7170,5,8,36,15,Night,3,7,Boredom,Smartphone,Windows,5,5,At school,Mobile Data,3,2
368,19,Female,Barzil,36288,False,False,Students,Urban,TikTok,163,17,Jokes/Memes,3,4179,9,11,31,37,Night,3,7,Habit,Smartphone,iOS,5,5,Commuting,Mobile Data,3,2
369,43,Male,Japan,92692,True,True,Labor/Worker,Rural,TikTok,294,12,Gaming,6,6299,2,1,31,27,Evening,6,4,Entertainment,Tablet,Android,8,2,At work,Wi-Fi,0,3
370,34,Male,India,87580,True,False,driver,Rural,YouTube,89,13,Gaming,4,7830,7,21,2,48,Evening,6,4,Entertainment,Smartphone,Android,8,2,At home,Mobile Data,0,3
371,57,Female,Germany,27368,False,True,Labor/Worker,Rural,Instagram,93,10,Life Hacks,24,4802,5,10,19,27,Afternoon,5,5,Habit,Tablet,iOS,7,3,At home,Wi-Fi,2,1
372,50,Male,Barzil,66403,True,False,Students,Urban,Instagram,46,7,Entertainment,13,6057,2,1,12,12,Evening,6,4,Boredom,Computer,Android,8,2,Commuting,Mobile Data,0,3
373,26,Female,Mexico,29168,False,True,Waiting staff,Urban,TikTok,241,14,Pranks,27,6615,8,26,10,67,Morning,8,2,Habit,Tablet,iOS,10,0,At home,Mobile Data,2,1
374,60,Other,Vietnam,69879,True,False,Teacher,Urban,TikTok,102,1,Gaming,13,6762,6,22,31,30,Night,3,7,Boredom,Smartphone,Android,5,5,At school,Wi-Fi,1,0
375,56,Female,India,79871,True,True,Waiting staff,Rural,Instagram,111,17,Jokes/Memes,27,5543,4,7,45,96,Morning,8,2,Entertainment,Smartphone,iOS,10,0,At work,Wi-Fi,0,3
376,46,Other,United States,52174,True,False,Labor/Worker,Rural,Instagram,175,4,Pranks,11,8325,4,28,22,87,Afternoon,5,5,Entertainment,Smartphone,MacOS,7,3,At school,Mobile Data,4,4
377,59,Female,Pakistan,26581,False,True,Students,Urban,Facebook,168,5,Pranks,5,4883,2,14,23,66,Night,3,7,Habit,Tablet,Android,5,5,At school,Wi-Fi,3,2
378,43,Female,Indonesia,91853,True,False,driver,Rural,TikTok,23,7,Jokes/Memes,1,7050,3,5,23,7,Morning,8,2,Habit,Smartphone,Android,10,0,At school,Mobile Data,0,3
379,52,Other,Pakistan,84046,True,True,Waiting staff,Urban,TikTok,234,10,Jokes/Memes,9,4959,7,17,15,34,Afternoon,5,5,Habit,Tablet,Android,7,3,At school,Mobile Data,4,4
380,42,Male,Barzil,69678,True,False,Students,Rural,YouTube,82,17,Gaming,17,666,3,22,26,32,Evening,6,4,Habit,Computer,iOS,8,2,At home,Wi-Fi,0,3
381,41,Male,Philippines,46649,False,True,Labor/Worker,Urban,Facebook,258,7,Gaming,22,276,5,26,3,39,Evening,6,4,Entertainment,Tablet,Android,8,2,At work,Wi-Fi,2,1
382,30,Male,United States,34567,False,True,Labor/Worker,Rural,Instagram,100,1,Jokes/Memes,1,881,6,21,23,96,Evening,6,4,Habit,Tablet,Android,8,2,At work,Mobile Data,2,1
383,24,Male,Mexico,81944,True,True,Students,Urban,Facebook,225,7,ASMR,3,2060,6,6,20,43,Afternoon,5,5,Habit,Smartphone,MacOS,7,3,At home,Mobile Data,4,4
384,53,Female,United States,98002,True,True,Students,Rural,Instagram,99,11,ASMR,15,2082,4,16,45,43,Afternoon,5,5,Entertainment,Tablet,Android,7,3,At work,Mobile Data,0,3
385,62,Male,India,48803,False,False,Students,Urban,Instagram,38,9,Trends,26,6702,6,11,40,78,Evening,6,4,Entertainment,Smartphone,iOS,8,2,At school,Mobile Data,2,1
386,37,Female,United States,38230,False,True,driver,Rural,Facebook,229,12,Life Hacks,21,9429,3,10,39,3,Night,3,7,Habit,Smartphone,iOS,5,5,At home,Mobile Data,3,2
387,18,Male,India,37862,False,False,Students,Rural,TikTok,224,3,Entertainment,26,158,7,15,8,46,Night,3,7,Boredom,Smartphone,Android,5,5,At home,Wi-Fi,3,2
388,25,Male,Japan,63355,True,True,Manager,Urban,Instagram,230,4,Gaming,23,5229,7,7,18,32,Night,3,7,Procrastination,Smartphone,Android,5,5,At work,Mobile Data,1,0
389,63,Male,Mexico,51259,True,False,Labor/Worker,Rural,Facebook,51,4,ASMR,10,7956,4,23,41,43,Night,3,7,Procrastination,Tablet,iOS,5,5,At school,Wi-Fi,1,0
390,33,Male,India,50795,True,True,Labor/Worker,Rural,YouTube,144,13,Life Hacks,8,7514,2,2,6,81,Evening,6,4,Habit,Computer,Android,8,2,At work,Mobile Data,0,3
391,31,Female,Germany,28770,False,False,Labor/Worker,Urban,Facebook,51,19,Pranks,12,7803,7,12,27,3,Evening,6,4,Boredom,Tablet,Android,8,2,At home,Wi-Fi,2,1
392,29,Male,Indonesia,31093,False,True,Labor/Worker,Urban,YouTube,173,10,Jokes/Memes,25,2526,3,19,36,74,Night,3,7,Boredom,Smartphone,Windows,5,5,At home,Mobile Data,3,2
393,40,Male,Japan,66571,True,False,Students,Rural,Instagram,292,5,Vlogs,22,8302,1,12,15,63,Evening,6,4,Boredom,Computer,iOS,8,2,Commuting,Wi-Fi,4,4
394,32,Male,Barzil,20193,False,True,Manager,Rural,Facebook,67,7,Jokes/Memes,15,7803,2,16,37,40,Night,3,7,Habit,Computer,Android,5,5,At home,Mobile Data,3,2
395,45,Other,United States,37569,False,False,driver,Urban,Facebook,34,16,Pranks,27,6574,9,6,5,18,Evening,6,4,Boredom,Smartphone,Android,8,2,At home,Wi-Fi,2,1
396,51,Female,Philippines,31190,False,True,Waiting staff,Rural,YouTube,82,1,Life Hacks,9,8733,8,3,39,67,Night,3,7,Habit,Smartphone,iOS,5,5,At home,Mobile Data,3,2
397,19,Other,India,82824,True,False,Labor/Worker,Rural,Facebook,138,12,Entertainment,24,1138,6,2,9,62,Night,3,7,Habit,Tablet,Android,5,5,At home,Mobile Data,1,0
398,49,Other,Vietnam,62752,True,True,Waiting staff,Rural,Facebook,96,2,Vlogs,25,7257,6,20,7,10,Morning,8,2,Habit,Computer,iOS,10,0,At home,Wi-Fi,4,-1
399,40,Male,India,52327,True,False,Labor/Worker,Rural,Instagram,162,7,Gaming,10,3283,1,5,41,52,Morning,8,2,Habit,Tablet,Android,10,0,At home,Mobile Data,0,3
400,39,Male,Vietnam,62070,True,True,Students,Rural,Facebook,191,11,Vlogs,20,7762,2,11,20,73,Afternoon,5,5,Procrastination,Computer,Windows,7,3,At home,Mobile Data,4,4
401,42,Female,United States,60197,True,False,driver,Rural,TikTok,134,13,Life Hacks,9,7896,4,26,10,46,Afternoon,5,5,Boredom,Smartphone,iOS,7,3,At work,Mobile Data,4,4
402,39,Female,Vietnam,22261,False,True,Students,Urban,YouTube,76,2,Gaming,15,2419,3,25,26,55,Afternoon,5,5,Boredom,Smartphone,iOS,7,3,At school,Mobile Data,2,1
403,39,Female,Germany,46512,False,True,Engineer,Rural,Facebook,15,7,Vlogs,23,1756,1,3,4,46,Afternoon,5,5,Procrastination,Smartphone,iOS,7,3,At home,Mobile Data,2,1
404,59,Male,United States,26716,False,True,Students,Urban,YouTube,134,15,Entertainment,21,2306,8,3,38,75,Evening,6,4,Boredom,Tablet,Android,8,2,At home,Mobile Data,2,1
405,23,Male,Mexico,48933,False,True,Engineer,Rural,YouTube,62,11,Pranks,21,7630,7,22,24,60,Morning,8,2,Boredom,Tablet,Android,10,0,At school,Mobile Data,2,1
406,32,Female,Indonesia,24378,False,False,driver,Rural,YouTube,75,2,Life Hacks,1,6263,4,5,14,97,Evening,6,4,Procrastination,Tablet,Android,8,2,At home,Mobile Data,2,1
407,60,Male,Mexico,60583,True,True,Cashier,Rural,Facebook,91,7,Entertainment,2,9167,9,22,41,26,Night,3,7,Habit,Computer,Android,5,5,At work,Wi-Fi,1,0
408,54,Male,India,49033,False,False,driver,Rural,Facebook,96,4,Entertainment,26,5008,4,23,1,27,Evening,6,4,Boredom,Smartphone,MacOS,8,2,At work,Mobile Data,2,1
409,50,Other,India,44000,False,True,Engineer,Urban,YouTube,11,11,Jokes/Memes,19,5247,1,11,17,38,Night,3,7,Procrastination,Tablet,iOS,5,5,At work,Mobile Data,3,2
410,25,Male,Indonesia,95868,True,False,Waiting staff,Rural,TikTok,213,2,Jokes/Memes,14,8914,1,3,45,22,Night,3,7,Habit,Computer,Android,5,5,At home,Mobile Data,1,0
411,61,Male,Vietnam,62604,True,True,Students,Urban,YouTube,159,16,Vlogs,8,2570,1,13,24,26,Morning,8,2,Entertainment,Smartphone,iOS,10,0,At home,Mobile Data,4,4
412,61,Male,Philippines,88336,True,False,Waiting staff,Rural,TikTok,112,7,Trends,6,5807,1,21,27,86,Afternoon,5,5,Entertainment,Smartphone,Android,7,3,At work,Mobile Data,4,4
413,22,Female,Pakistan,93869,True,True,Students,Urban,YouTube,33,13,ASMR,12,7812,4,8,7,69,Evening,6,4,Habit,Smartphone,Android,8,2,At home,Mobile Data,0,3
414,56,Male,India,25410,False,False,Waiting staff,Rural,Instagram,221,5,Gaming,26,324,1,20,9,35,Morning,8,2,Boredom,Tablet,Android,10,0,At school,Mobile Data,2,1
415,21,Female,Indonesia,76044,True,True,Manager,Rural,YouTube,74,17,ASMR,27,7487,2,10,43,66,Night,3,7,Boredom,Smartphone,Android,5,5,Commuting,Mobile Data,1,0
416,23,Female,Indonesia,83315,True,False,Students,Urban,YouTube,218,12,ASMR,29,9721,4,2,35,99,Evening,6,4,Habit,Smartphone,Android,8,2,At school,Mobile Data,0,3
417,62,Male,India,91344,True,True,Teacher,Rural,Facebook,260,19,Jokes/Memes,15,5645,7,4,12,73,Afternoon,5,5,Boredom,Smartphone,iOS,7,3,Commuting,Mobile Data,4,4
418,49,Male,Barzil,26796,False,False,Labor/Worker,Urban,TikTok,126,7,Life Hacks,14,1945,2,18,21,51,Night,3,7,Habit,Smartphone,iOS,5,5,Commuting,Wi-Fi,3,2
419,47,Male,Vietnam,74245,True,True,Students,Urban,Instagram,125,6,Vlogs,21,4486,8,19,3,18,Morning,8,2,Habit,Smartphone,Android,10,0,At school,Wi-Fi,4,4
420,64,Male,India,63056,True,False,Students,Urban,TikTok,246,8,Entertainment,29,2430,7,4,15,43,Evening,6,4,Boredom,Smartphone,Android,8,2,At school,Mobile Data,0,3
421,52,Male,Indonesia,37709,False,True,Engineer,Rural,Instagram,114,13,Gaming,1,3510,9,20,21,12,Morning,8,2,Boredom,Tablet,Windows,10,0,Commuting,Wi-Fi,2,1
422,57,Male,India,78557,True,False,Waiting staff,Rural,YouTube,268,5,Pranks,28,845,6,26,10,3,Night,3,7,Entertainment,Tablet,iOS,5,5,At home,Mobile Data,1,0
423,33,Male,India,37543,False,True,Waiting staff,Rural,Facebook,55,2,Jokes/Memes,11,567,4,9,33,82,Evening,6,4,Procrastination,Smartphone,Windows,8,2,At work,Mobile Data,2,1
424,30,Male,India,57418,True,True,Waiting staff,Rural,Facebook,225,9,Comedy,28,2179,6,16,46,7,Evening,6,4,Habit,Smartphone,Android,8,2,At work,Mobile Data,0,3
425,59,Female,Barzil,36724,False,True,Artist,Urban,TikTok,33,11,Pranks,25,2019,4,26,6,97,Night,3,7,Boredom,Smartphone,Android,5,5,At school,Mobile Data,3,2
426,47,Male,United States,23828,False,True,Waiting staff,Rural,Facebook,44,6,ASMR,3,3319,7,6,2,6,Evening,6,4,Habit,Computer,Android,8,2,At home,Wi-Fi,2,1
427,36,Male,Mexico,37087,False,False,Engineer,Rural,TikTok,33,7,Trends,19,2320,9,25,29,82,Evening,6,4,Entertainment,Smartphone,iOS,8,2,Commuting,Wi-Fi,2,1
428,34,Male,Indonesia,32605,False,True,Teacher,Urban,TikTok,37,7,Vlogs,18,1646,3,4,40,45,Evening,6,4,Boredom,Computer,Android,8,2,At work,Wi-Fi,2,1
